Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output CGST @ 9%,Output SGST @ 9%,Round Off,Output CGST @ 6%,Output SGST @ 6%,Output CGST @ 2.5%,Output SGST @ 2.5%,Output IGST @ 12%,Shipping Local GST @ 18%,Output IGST @ 18%,Output IGST @ 5%,Shipping Local GST @ 12%,Shipping Interstate GST @ 12%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 12%,Interstate GST Sales @ 18%
31-May-25,Uniform Central,PSB25-26/INV-433,PSB25-26/INV-433,Being Sale of Goods - Accounted,117 Pr,,157248.00,185553.00 Dr,157248.00 Cr,14152.32 Cr,14152.32 Cr,0.36 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,4 Pr,1296.00/Pr,5184.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,7 Pr,1296.00/Pr,9072.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,6 Pr,1296.00/Pr,7776.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,9 Pr,1296.00/Pr,11664.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,10 Pr,1296.00/Pr,12960.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,9 Pr,1296.00/Pr,11664.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,4 Pr,1296.00/Pr,5184.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,13 Pr,1296.00/Pr,16848.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,11 Pr,1296.00/Pr,14256.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,11 Pr,1440.00/Pr,15840.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,14 Pr,1440.00/Pr,20160.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,8 Pr,1440.00/Pr,11520.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,3 Pr,1440.00/Pr,4320.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,3 Pr,1440.00/Pr,4320.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,Uniform Central,PSB25-26/INV-434,PSB25-26/INV-434,Being Sale of Goods - Accounted,58 Pr,,71200.00,84016.00 Dr,71200.00 Cr,6408.00 Cr,6408.00 Cr,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,1 Pr,1000.00/Pr,1000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,2 Pr,1000.00/Pr,2000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,3 Pr,1000.00/Pr,3000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,2 Pr,1000.00/Pr,2000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,6 Pr,1000.00/Pr,6000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,5 Pr,1250.00/Pr,6250.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,3 Pr,1250.00/Pr,3750.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,3 Pr,1250.00/Pr,3750.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,11 Pr,1250.00/Pr,13750.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,5 Pr,1350.00/Pr,6750.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,6 Pr,1350.00/Pr,8100.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,6 Pr,1350.00/Pr,8100.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,4 Pr,1350.00/Pr,5400.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1350.00/Pr,1350.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,KINGSTON HIGH SCHOOL,PSB25-26/INV-435,PSB25-26/INV-435,Being Sale of Goods - Accounted,1 Pr,,1.00,1.00 Dr,1.00 Cr,,,0.12 Dr,0.06 Cr,0.06 Cr,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,Ebenezer International School,PSB25-26/INV-436,PSB25-26/INV-436,Being Sale of Goods - Accounted,279 Pr,,489873.05,578050.00 Dr,489873.05 Cr,44088.59 Cr,44088.59 Cr,0.23 Dr,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 09 C) - Black,,,,1 Pr,1737.29/Pr,1737.29,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 10 C) - Black,,,,2 Pr,1737.29/Pr,3474.58,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 11 C) - Black,,,,4 Pr,1737.29/Pr,6949.16,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 12 C) - Black,,,,14 Pr,1737.29/Pr,24322.06,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 13 C) - Black,,,,26 Pr,1737.29/Pr,45169.54,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 01 Y) - Black,,,,29 Pr,1737.29/Pr,50381.41,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 02 Y) - Black,,,,32 Pr,1737.29/Pr,55593.28,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 03 Y) - Black,,,,26 Pr,1737.29/Pr,45169.54,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 04 Y) - Black,,,,29 Pr,1737.29/Pr,50381.41,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 05 Y) - Black,,,,27 Pr,1737.29/Pr,46906.83,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 06 Y) - Black,,,,28 Pr,1737.29/Pr,48644.12,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 07 US) - Black,,,,26 Pr,1822.03/Pr,47372.78,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 08 US) - Black,,,,12 Pr,1822.03/Pr,21864.36,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 09 US) - Black,,,,10 Pr,1822.03/Pr,18220.30,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 10 US) - Black,,,,10 Pr,1822.03/Pr,18220.30,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 11 US) - Black,,,,2 Pr,1822.03/Pr,3644.06,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 12 US) - Black,,,,1 Pr,1822.03/Pr,1822.03,,,,,,,,,,,,,,,,,,,,,
31-May-25,GEAR Innovative Intl. School - Neuron,PSB25-26/INV-437,PSB25-26/INV-437,Being Sale of Goods - Accounted,477 Pr,,677947.78,799973.00 Dr,677947.78 Cr,61007.37 Cr,61007.37 Cr,0.12 Dr,5.30 Cr,5.30 Cr,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,2 Pr,1143.22/Pr,2286.44,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,12 Pr,1143.22/Pr,13718.64,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,18 Pr,1143.22/Pr,20577.96,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,22 Pr,1143.22/Pr,25150.84,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,25 Pr,1143.22/Pr,28580.50,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,38 Pr,1143.22/Pr,43442.36,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,36 Pr,1439.83/Pr,51833.88,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,42 Pr,1439.83/Pr,60472.86,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,39 Pr,1439.83/Pr,56153.37,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,28 Pr,1439.83/Pr,40315.24,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,51 Pr,1566.95/Pr,79914.45,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,47 Pr,1566.95/Pr,73646.65,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,43 Pr,1566.95/Pr,67378.85,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,33 Pr,1566.95/Pr,51709.35,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,18 Pr,1566.95/Pr,28205.10,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,10 Pr,1566.95/Pr,15669.50,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,11 Pr,1566.95/Pr,17236.45,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,1 Pr,1566.95/Pr,1566.95,,,,,,,,,,,,,,,,,,,,,
,Laces,,,,1 Pr,88.39/Pr,88.39,,,,,,,,,,,,,,,,,,,,,
31-May-25,Gnan Srishti School Of Excellence,PSB25-26/INV-438,PSB25-26/INV-438,Being Sale of Goods - Accounted,69 Pr,,95423.68,112600.00 Dr,95423.68 Cr,8588.12 Cr,8588.12 Cr,0.08 Cr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,8 Pr,1186.44/Pr,9491.52,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,4 Pr,1440.68/Pr,5762.72,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,4 Pr,1440.68/Pr,5762.72,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,3 Pr,1440.68/Pr,4322.04,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,2 Pr,1440.68/Pr,2881.36,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,4 Pr,1525.42/Pr,6101.68,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,4 Pr,1525.42/Pr,6101.68,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,2 Pr,1525.42/Pr,3050.84,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,2 Pr,1525.42/Pr,3050.84,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 C) - White,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - White,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,2 Pr,1186.44/Pr,2372.88,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,8 Pr,1186.44/Pr,9491.52,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,4 Pr,1440.68/Pr,5762.72,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - White,,,,2 Pr,1440.68/Pr,2881.36,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,2 Pr,1440.68/Pr,2881.36,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,3 Pr,1440.68/Pr,4322.04,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - White,,,,3 Pr,1525.42/Pr,4576.26,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,3 Pr,1525.42/Pr,4576.26,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,2 Pr,1525.42/Pr,3050.84,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,,
31-May-25,JYOTHY KENDRIYA VIDYALAYA,PSB25-26/INV-439,PSB25-26/INV-439,Being Sale of Goods - Accounted,152 Pr,,295595.64,348798.00 Dr,295595.64 Cr,26595.76 Cr,26595.76 Cr,0.34 Cr,5.25 Cr,5.25 Cr,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 08 K) - Black,,,,1 Pr,1872.88/Pr,1872.88,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 09 K) - Black,,,,3 Pr,1872.88/Pr,5618.64,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 10 K) - Black,,,,2 Pr,1872.88/Pr,3745.76,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 11 K) - Black,,,,4 Pr,1872.88/Pr,7491.52,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 12 K) - Black,,,,6 Pr,1872.88/Pr,11237.28,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 13 K) - Black,,,,9 Pr,1872.88/Pr,16855.92,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 1 UK) - Black,,,,3 Pr,1872.88/Pr,5618.64,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 2 UK) - Black,,,,12 Pr,1872.88/Pr,22474.56,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 3 UK) - Black,,,,13 Pr,1872.88/Pr,24347.44,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 4 UK) - Black,,,,11 Pr,1872.88/Pr,20601.68,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 5 UK) - Black,,,,8 Pr,2042.37/Pr,16338.96,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 6 UK) - Black,,,,10 Pr,2042.37/Pr,20423.70,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 7 UK) - Black,,,,17 Pr,2042.37/Pr,34720.29,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 8 UK) - Black,,,,14 Pr,2042.37/Pr,28593.18,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 9 UK) - Black,,,,11 Pr,2042.37/Pr,22466.07,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 10 UK) - Black,,,,15 Pr,2042.37/Pr,30635.55,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 11 UK) - Black,,,,5 Pr,2042.37/Pr,10211.85,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 12 UK) - Black,,,,6 Pr,2042.37/Pr,12254.22,,,,,,,,,,,,,,,,,,,,,
,Laces,,,,2 Pr,43.75/Pr,87.50,,,,,,,,,,,,,,,,,,,,,
31-May-25,KINGSTON HIGH SCHOOL,PSB25-26/INV-440,PSB25-26/INV-440,Being Sale of Goods - Accounted,63 Pr,,94449.12,111450.00 Dr,94449.12 Cr,8500.41 Cr,8500.41 Cr,0.06 Cr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,2 Pr,1313.56/Pr,2627.12,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,4 Pr,1313.56/Pr,5254.24,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,6 Pr,1313.56/Pr,7881.36,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,7 Pr,1313.56/Pr,9194.92,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,3 Pr,1525.42/Pr,4576.26,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,7 Pr,1525.42/Pr,10677.94,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,3 Pr,1525.42/Pr,4576.26,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,3 Pr,1525.42/Pr,4576.26,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,10 Pr,1610.17/Pr,16101.70,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,4 Pr,1610.17/Pr,6440.68,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,3 Pr,1610.17/Pr,4830.51,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,5 Pr,1610.17/Pr,8050.85,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,5 Pr,1610.17/Pr,8050.85,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1610.17/Pr,1610.17,,,,,,,,,,,,,,,,,,,,,
31-May-25,National Academy for Learning - Jakkur,PSB25-26/INV-441,PSB25-26/INV-441,Being Sale of Goods - Accounted,80 Pr,,138554.76,163495.00 Dr,138554.76 Cr,12469.93 Cr,12469.93 Cr,0.38 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - Black,,,,3 Pr,1715.25/Pr,5145.75,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,3 Pr,1715.25/Pr,5145.75,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,6 Pr,1715.25/Pr,10291.50,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,8 Pr,1715.25/Pr,13722.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,13 Pr,1715.25/Pr,22298.25,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,12 Pr,1715.25/Pr,20583.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,8 Pr,1715.25/Pr,13722.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,9 Pr,1715.25/Pr,15437.25,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,5 Pr,1715.25/Pr,8576.25,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,3 Pr,1715.25/Pr,5145.75,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,3 Pr,1715.25/Pr,5145.75,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,3 Pr,1905.93/Pr,5717.79,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,1 Pr,1905.93/Pr,1905.93,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,2 Pr,1905.93/Pr,3811.86,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,1 Pr,1905.93/Pr,1905.93,,,,,,,,,,,,,,,,,,,,,
31-May-25,National Public School  - Marathahalli (NPS),PSB25-26/INV-442,PSB25-26/INV-442,Being Sale of Goods - Accounted,18 Pr,,35917.02,42382.00 Dr,35917.02 Cr,3232.55 Cr,3232.55 Cr,0.12 Dr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,1 Pr,1948.31/Pr,1948.31,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,1 Pr,1948.31/Pr,1948.31,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,3 Pr,1948.31/Pr,5844.93,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,3 Pr,1948.31/Pr,5844.93,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,1 Pr,1948.31/Pr,1948.31,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,1 Pr,1948.31/Pr,1948.31,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,1 Pr,2160.17/Pr,2160.17,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,2 Pr,2160.17/Pr,4320.34,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - White,,,,1 Pr,1948.31/Pr,1948.31,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - White,,,,2 Pr,1948.31/Pr,3896.62,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - White,,,,1 Pr,1948.31/Pr,1948.31,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - White,,,,1 Pr,2160.17/Pr,2160.17,,,,,,,,,,,,,,,,,,,,,
31-May-25,COD - RCIS Kalyan Nagar ****,PSB25-26/INV-443,PSB25-26/INV-443,Being Sale of Goods - Accounted,242 Pr,,450617.42,531729.00 Dr,450617.42 Cr,40555.55 Cr,40555.55 Cr,0.48 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,1 Pr,1719.49/Pr,1719.49,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,1 Pr,1719.49/Pr,1719.49,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,8 Pr,1719.49/Pr,13755.92,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,7 Pr,1719.49/Pr,12036.43,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,6 Pr,1719.49/Pr,10316.94,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,11 Pr,1719.49/Pr,18914.39,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,20 Pr,1914.41/Pr,38288.20,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,21 Pr,1914.41/Pr,40202.61,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,15 Pr,1914.41/Pr,28716.15,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,25 Pr,1914.41/Pr,47860.25,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,6 Pr,1914.41/Pr,11486.46,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,6 Pr,1914.41/Pr,11486.46,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - White,,,,1 Pr,1719.49/Pr,1719.49,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - White,,,,3 Pr,1719.49/Pr,5158.47,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - White,,,,7 Pr,1719.49/Pr,12036.43,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - White,,,,6 Pr,1719.49/Pr,10316.94,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - White,,,,5 Pr,1719.49/Pr,8597.45,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - White,,,,9 Pr,1719.49/Pr,15475.41,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - White,,,,16 Pr,1914.41/Pr,30630.56,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - White,,,,21 Pr,1914.41/Pr,40202.61,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - White,,,,14 Pr,1914.41/Pr,26801.74,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - White,,,,17 Pr,1914.41/Pr,32544.97,,,,,,,,,,,,,,,,,,,,,
