Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output IGST @ 18%,Round Off,Output IGST @ 12%,Output CGST @ 9%,Output SGST @ 9%,TCS on Sales (0.1%),Output CGST @ 2.5%,Output SGST @ 2.5%,Output CGST @ 6%,Output SGST @ 6%,Shipping Interstate GST @ 18%,Output IGST @ 5%,Input SGST @ 6%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 18%
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,10 Pr,883.00/Pr,8830.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,10 Pr,883.00/Pr,8830.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,10 Pr,883.00/Pr,8830.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,10 Pr,1215.00/Pr,12150.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,10 Pr,1215.00/Pr,12150.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,15 Pr,1215.00/Pr,18225.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,10 Pr,1215.00/Pr,12150.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,5 Pr,1215.00/Pr,6075.00,,,,,,,,,,,,,,,,,,,,
19-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-906,PSB24-25/INV-906,Being Sale of Goods - Accounted,2 Pr,,2592.00,3059.00 Dr,2592.00 Cr,466.56 Cr,0.44 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
19-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-907,PSB24-25/INV-907,Being Sale of Goods - Accounted,8 Pr,,6256.00,7007.00 Dr,6256.00 Cr,,0.28 Cr,750.72 Cr,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,3 Pr,701.00/Pr,2103.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,2 Pr,863.00/Pr,1726.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,1 Pr,863.00/Pr,863.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,1 Pr,863.00/Pr,863.00,,,,,,,,,,,,,,,,,,,,
19-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-908,PSB24-25/INV-908,Being Sale of Goods - Accounted,18 Pr,,24048.00,28377.00 Dr,24048.00 Cr,4328.64 Cr,0.36 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,2 Pr,1440.00/Pr,2880.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
19-Mar-25,Suniti Enterprises (S),PSB24-25/INV-909,PSB24-25/INV-909,Being Sale of Goods - Accounted,96 Pr,,132300.00,156114.00 Dr,132300.00 Cr,23814.00 Cr,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,12 Pr,1323.00/Pr,15876.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,12 Pr,1323.00/Pr,15876.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,12 Pr,1323.00/Pr,15876.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,12 Pr,1323.00/Pr,15876.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,12 Pr,1323.00/Pr,15876.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,12 Pr,1470.00/Pr,17640.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,12 Pr,1470.00/Pr,17640.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,12 Pr,1470.00/Pr,17640.00,,,,,,,,,,,,,,,,,,,,
19-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-910,PSB24-25/INV-910,Being Sale of Goods - Accounted,264 Pr,,263736.00,296310.00 Dr,263736.00 Cr,,0.32 Dr,31648.32 Cr,,,926.00 Cr,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 07 C) - Black,,,,43 Pr,999.00/Pr,42957.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 08 C) - Black,,,,44 Pr,999.00/Pr,43956.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 10 C) - Black,,,,48 Pr,999.00/Pr,47952.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 11 C) - Black,,,,48 Pr,999.00/Pr,47952.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 12 C) - Black,,,,34 Pr,999.00/Pr,33966.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 13 C) - Black,,,,47 Pr,999.00/Pr,46953.00,,,,,,,,,,,,,,,,,,,,
19-Mar-25,ETERNAL TRADING CO,PSB24-25/INV-911,PSB24-25/INV-911,Being Sale of Goods - Accounted,295 Pr,,357962.50,422818.00 Dr,357962.50 Cr,64433.25 Cr,0.25 Cr,,,,422.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,58 Pr,1149.50/Pr,66671.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,32 Pr,1149.50/Pr,36784.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,110 Pr,1241.50/Pr,136565.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,95 Pr,1241.50/Pr,117942.50,,,,,,,,,,,,,,,,,,,,
20-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-912,PSB24-25/INV-912,Being Sale of Goods - Accounted,1542 Pr,,1959858.00,2314945.00 Dr,1959858.00 Cr,352774.44 Cr,0.44 Dr,,,,2313.00 Cr,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 01 UK) - Black,,,,126 Pr,1211.00/Pr,152586.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 02 UK) - Black,,,,162 Pr,1211.00/Pr,196182.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 03 UK) - Black,,,,108 Pr,1211.00/Pr,130788.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 04 UK) - Black,,,,162 Pr,1211.00/Pr,196182.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 05 UK) - Black,,,,240 Pr,1305.00/Pr,313200.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 06 UK) - Black,,,,156 Pr,1305.00/Pr,203580.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 07 UK) - Black,,,,168 Pr,1305.00/Pr,219240.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 08 UK) - Black,,,,156 Pr,1305.00/Pr,203580.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 09 UK) - Black,,,,120 Pr,1305.00/Pr,156600.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 10 UK) - Black,,,,72 Pr,1305.00/Pr,93960.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 11 UK) - Black,,,,60 Pr,1305.00/Pr,78300.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 12 UK) - Black,,,,12 Pr,1305.00/Pr,15660.00,,,,,,,,,,,,,,,,,,,,
20-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-913,PSB24-25/INV-913,Being Sale of Goods - Accounted,2 Pr,,2610.00,3083.00 Dr,2610.00 Cr,469.80 Cr,0.20 Cr,,,,3.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Grey / Blue,,,,2 Pr,1305.00/Pr,2610.00,,,,,,,,,,,,,,,,,,,,
20-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-914,PSB24-25/INV-914,Being Sale of Goods - Accounted,2 Pr,,2422.00,2861.00 Dr,2422.00 Cr,435.96 Cr,0.04 Cr,,,,3.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Grey / Blue,,,,1 Pr,1211.00/Pr,1211.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Grey / Blue,,,,1 Pr,1211.00/Pr,1211.00,,,,,,,,,,,,,,,,,,,,
21-Mar-25,(cancelled ),PSB24-25/INV-915,PSB24-25/INV-915,Being Sale of Goods - Accounted,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-25,(cancelled ),PSB24-25/INV-916,PSB24-25/INV-916,Being Sale of Goods - Accounted,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-25,Deena Uniforms (S),PSB24-25/INV-917,PSB24-25/INV-917,Being Sale of Goods - Accounted,169 Pcs,,54485.89,57210.00 Dr,54485.89 Cr,,0.15 Dr,,,,,1362.13 Cr,1362.13 Cr,,,,,,,,,,
,EKYA T Shirt - Orange - 26,,,,5 Pcs,314.29/Pcs,1571.45,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Orange - 32,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Orange - 34,,,,5 Pcs,323.81/Pcs,1619.05,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Orange - 36,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Green - 26,,,,3 Pcs,314.29/Pcs,942.87,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Green - 32,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Green - 34,,,,1 Pcs,323.81/Pcs,323.81,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Green - 36,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Green - 38,,,,9 Pcs,333.33/Pcs,2999.97,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Yellow - 26,,,,8 Pcs,314.29/Pcs,2514.32,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Yellow - 28,,,,3 Pcs,314.29/Pcs,942.87,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Yellow - 30,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Yellow - 32,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Yellow - 34,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Yellow - 38,,,,1 Pcs,333.33/Pcs,333.33,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Yellow - 40,,,,1 Pcs,333.33/Pcs,333.33,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Blue - 26,,,,6 Pcs,314.29/Pcs,1885.74,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Blue - 28,,,,11 Pcs,314.29/Pcs,3457.19,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Blue - 30,,,,9 Pcs,323.81/Pcs,2914.29,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Blue - 32,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,EKYA T Shirt - Blue - 34,,,,11 Pcs,323.81/Pcs,3561.91,,,,,,,,,,,,,,,,,,,,
,CMR EKYA Shorts - 26,,,,6 Pcs,314.29/Pcs,1885.74,,,,,,,,,,,,,,,,,,,,
,CMR EKYA Shorts - 28,,,,6 Pcs,314.29/Pcs,1885.74,,,,,,,,,,,,,,,,,,,,
,CMR EKYA Shorts - 30,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,CMR EKYA Shorts - 32,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,CMR EKYA Shorts - 34,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,CMR EKYA Shorts - 36,,,,6 Pcs,323.81/Pcs,1942.86,,,,,,,,,,,,,,,,,,,,
,CMR EKYA Shorts - 38,,,,6 Pcs,333.33/Pcs,1999.98,,,,,,,,,,,,,,,,,,,,
,CMR EKYA Shorts - 40,,,,6 Pcs,333.33/Pcs,1999.98,,,,,,,,,,,,,,,,,,,,
22-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-918,PSB24-25/INV-918,Being Sale of Goods - Accounted,144 Pr,,143856.00,161280.00 Dr,143856.00 Cr,,0.28 Cr,17262.72 Cr,,,161.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Grey / Blue,,,,144 Pr,999.00/Pr,143856.00,,,,,,,,,,,,,,,,,,,,
22-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-919,PSB24-25/INV-919,Being Sale of Goods - Accounted,96 Pr,,95904.00,107520.00 Dr,95904.00 Cr,,0.48 Dr,11508.48 Cr,,,108.00 Cr,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 08 C) - Black,,,,48 Pr,999.00/Pr,47952.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 09 C) - Black,,,,48 Pr,999.00/Pr,47952.00,,,,,,,,,,,,,,,,,,,,
24-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-920,PSB24-25/INV-920,Being Sale of Goods - Accounted,12 Pr,,10410.00,11659.00 Dr,10410.00 Cr,,0.20 Dr,1249.20 Cr,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,2 Pr,863.00/Pr,1726.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,2 Pr,863.00/Pr,1726.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,1 Pr,863.00/Pr,863.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,2 Pr,863.00/Pr,1726.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,1 Pr,917.00/Pr,917.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,1 Pr,917.00/Pr,917.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,1 Pr,917.00/Pr,917.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,1 Pr,917.00/Pr,917.00,,,,,,,,,,,,,,,,,,,,
24-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-921,PSB24-25/INV-921,Being Sale of Goods - Accounted,16 Pr,,21456.00,25318.00 Dr,21456.00 Cr,3862.08 Cr,0.08 Dr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,4 Pr,1296.00/Pr,5184.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,2 Pr,1440.00/Pr,2880.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
25-Mar-25,SAI ANUGRAHA TRADERS,PSB24-25/INV-922,PSB24-25/INV-922,Being Sale of Goods - Accounted,840 Pr,,982350.00,1157305.00 Dr,982350.00 Cr,167751.00 Cr,,6048.00 Cr,,,1156.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 C) - White,,,,1 Pr,900.00/Pr,900.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - White,,,,1 Pr,900.00/Pr,900.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - White,,,,16 Pr,900.00/Pr,14400.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,20 Pr,900.00/Pr,18000.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,18 Pr,900.00/Pr,16200.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,31 Pr,1125.00/Pr,34875.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - White,,,,64 Pr,1125.00/Pr,72000.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,61 Pr,1125.00/Pr,68625.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,73 Pr,1125.00/Pr,82125.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - White,,,,72 Pr,1215.00/Pr,87480.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,111 Pr,1215.00/Pr,134865.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,119 Pr,1215.00/Pr,144585.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,92 Pr,1215.00/Pr,111780.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,60 Pr,1215.00/Pr,72900.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,53 Pr,1215.00/Pr,64395.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - White,,,,32 Pr,1215.00/Pr,38880.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - White,,,,16 Pr,1215.00/Pr,19440.00,,,,,,,,,,,,,,,,,,,,
25-Mar-25,H AND M ENTERPRISES (DPS),PSB24-25/INV-923,PSB24-25/INV-923,Being Sale of Goods - Accounted,450 Pr,,484321.50,572071.00 Dr,484321.50 Cr,,0.34 Dr,,43588.92 Cr,43588.92 Cr,572.00 Cr,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,70 Pr,1076.27/Pr,75338.90,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,70 Pr,1076.27/Pr,75338.90,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,100 Pr,1076.27/Pr,107627.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,140 Pr,1076.27/Pr,150677.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,40 Pr,1076.27/Pr,43050.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
25-Mar-25,H AND M ENTERPRISES (DPS),PSB24-25/INV-924,PSB24-25/INV-924,Being Sale of Goods - Accounted,280 Pr,,329831.60,389590.00 Dr,329831.60 Cr,,0.26 Dr,,29684.83 Cr,29684.83 Cr,389.00 Cr,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,40 Pr,1076.27/Pr,43050.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,40 Pr,1194.92/Pr,47796.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,40 Pr,1194.92/Pr,47796.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,40 Pr,1194.92/Pr,47796.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,40 Pr,1194.92/Pr,47796.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,40 Pr,1194.92/Pr,47796.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,30 Pr,1194.92/Pr,35847.60,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,10 Pr,1194.92/Pr,11949.20,,,,,,,,,,,,,,,,,,,,
25-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-925,PSB24-25/INV-925,Being Sale of Goods - Accounted,906 Pr,,1140030.00,1345949.00 Dr,1140030.00 Cr,205205.40 Cr,0.40 Dr,,,,714.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Grey / Blue,,,,126 Pr,1211.00/Pr,152586.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Grey / Blue,,,,90 Pr,1211.00/Pr,108990.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Grey / Blue,,,,108 Pr,1211.00/Pr,130788.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Grey / Blue,,,,126 Pr,1211.00/Pr,152586.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Grey / Blue,,,,120 Pr,1305.00/Pr,156600.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Grey / Blue,,,,96 Pr,1305.00/Pr,125280.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Grey / Blue,,,,84 Pr,1305.00/Pr,109620.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Grey / Blue,,,,36 Pr,1305.00/Pr,46980.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Grey / Blue,,,,24 Pr,1305.00/Pr,31320.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Grey / Blue,,,,24 Pr,1305.00/Pr,31320.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Grey / Blue,,,,24 Pr,1305.00/Pr,31320.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Grey / Blue,,,,48 Pr,1305.00/Pr,62640.00,,,,,,,,,,,,,,,,,,,,
25-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-926,PSB24-25/INV-926,Being Sale of Goods - Accounted,1686 Pr,,2137626.00,2524922.00 Dr,2137626.00 Cr,384772.68 Cr,0.32 Cr,,,,2523.00 Cr,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 01 UK) - Black,,,,126 Pr,1211.00/Pr,152586.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 02 UK) - Black,,,,126 Pr,1211.00/Pr,152586.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 03 UK) - Black,,,,198 Pr,1211.00/Pr,239778.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova BBCP Shoes (Size 04 UK) - Black,,,,216 Pr,1211.00/Pr,261576.00,,,,,,,,,,,,,,,,,,,,
