Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output IGST @ 18%,Round Off,Output IGST @ 12%,Output CGST @ 9%,Output SGST @ 9%,TCS on Sales (0.1%),Output CGST @ 2.5%,Output SGST @ 2.5%,Output CGST @ 6%,Output SGST @ 6%,Shipping Interstate GST @ 18%,Output IGST @ 5%,Input SGST @ 6%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 18%
,Plaeto Nova School Shoes (Size 11 UK) - White,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - White,,,,2 Pr,1694.07/Pr,3388.14,,,,,,,,,,,,,,,,,,,,
,Socks,,,,12 Pr,284.76/Pr,3417.12,,,,,,,,,,,,,,,,,,,,
31-Mar-25,National Public School  - Kalkere (NPS),PSB24-25/INV-978,PSB24-25/INV-978,Being Sale of Goods - Accounted,,,382582.99,451288.00 Dr,382582.99 Cr,,0.19 Cr,,34192.28 Cr,34192.28 Cr,,,,160.13 Cr,,,,160.13 Cr,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,1 Pr,1440.68/Pr,1440.68,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,1 Pr,1440.68/Pr,1440.68,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,8 Pr,1440.68/Pr,11525.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,18 Pr,1440.68/Pr,25932.24,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,16 Pr,1440.68/Pr,23050.88,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,8 Pr,1440.68/Pr,11525.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,7 Pr,1822.03/Pr,12754.21,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,9 Pr,1822.03/Pr,16398.27,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,7 Pr,1822.03/Pr,12754.21,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,4 Pr,1822.03/Pr,7288.12,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,4 Pr,1949.15/Pr,7796.60,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,10 Pr,1949.15/Pr,19491.50,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,9 Pr,1949.15/Pr,17542.35,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,11 Pr,1949.15/Pr,21440.65,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,6 Pr,1949.15/Pr,11694.90,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,5 Pr,1949.15/Pr,9745.75,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,3 Pr,1949.15/Pr,5847.45,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,1 Pr,1949.15/Pr,1949.15,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - White,,,,4 Pr,1440.68/Pr,5762.72,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,8 Pr,1440.68/Pr,11525.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,8 Pr,1440.68/Pr,11525.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,2 Pr,1822.03/Pr,3644.06,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - White,,,,9 Pr,1822.03/Pr,16398.27,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,6 Pr,1822.03/Pr,10932.18,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,4 Pr,1822.03/Pr,7288.12,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - White,,,,4 Pr,1949.15/Pr,7796.60,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,10 Pr,1949.15/Pr,19491.50,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,8 Pr,1949.15/Pr,15593.20,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,8 Pr,1949.15/Pr,15593.20,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,6 Pr,1949.15/Pr,11694.90,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,5 Pr,1949.15/Pr,9745.75,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - White,,,,2 Pr,1949.15/Pr,3898.30,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - White,,,,1 Pr,1949.15/Pr,1949.15,,,,,,,,,,,,,,,,,,,,
,Laces,,,,61 Pr,43.75/Pr,2668.75,,,,,,,,,,,,,,,,,,,,
,Sole Mate Pack,,,,21 Nos,160.17/Nos,3363.57,,,,,,,,,,,,,,,,,,,,
,Champ's Value Pack,,,,21 Nos,194.92/Nos,4093.32,,,,,,,,,,,,,,,,,,,,
31-Mar-25,RV Public School,PSB24-25/INV-979,PSB24-25/INV-979,Being Sale of Goods - Accounted,1 Pr,,1600.85,1889.00 Dr,1600.85 Cr,,0.01 Dr,,144.08 Cr,144.08 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,1 Pr,1600.85/Pr,1600.85,,,,,,,,,,,,,,,,,,,,
31-Mar-25,COD - RCIS Kalyan Nagar ****,PSB24-25/INV-980,PSB24-25/INV-980,Being Sale of Goods - Accounted,94 Pr,,179564.70,211886.00 Dr,179564.70 Cr,,0.34 Dr,,16160.82 Cr,16160.82 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,1 Pr,1719.49/Pr,1719.49,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,5 Pr,1914.41/Pr,9572.05,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,8 Pr,1914.41/Pr,15315.28,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,4 Pr,1914.41/Pr,7657.64,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,13 Pr,1914.41/Pr,24887.33,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,7 Pr,1914.41/Pr,13400.87,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,10 Pr,1914.41/Pr,19144.10,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,2 Pr,1914.41/Pr,3828.82,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 14 US) - Black,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - White,,,,1 Pr,1719.49/Pr,1719.49,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - White,,,,2 Pr,1914.41/Pr,3828.82,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - White,,,,7 Pr,1914.41/Pr,13400.87,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - White,,,,4 Pr,1914.41/Pr,7657.64,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - White,,,,15 Pr,1914.41/Pr,28716.15,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - White,,,,5 Pr,1914.41/Pr,9572.05,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - White,,,,8 Pr,1914.41/Pr,15315.28,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 14 US) - White,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Sadhu Vaswani International School,PSB24-25/INV-981,PSB24-25/INV-981,Being Sale of Goods - Accounted,18 Pr,,30018.65,35422.00 Dr,30018.65 Cr,,0.03 Dr,,2701.69 Cr,2701.69 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,1 Pr,1355.08/Pr,1355.08,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,1 Pr,1355.08/Pr,1355.08,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,1 Pr,1355.08/Pr,1355.08,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,2 Pr,1694.07/Pr,3388.14,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,5 Pr,1694.07/Pr,8470.35,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,4 Pr,1694.07/Pr,6776.28,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,1 Pr,1829.66/Pr,1829.66,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,1 Pr,1829.66/Pr,1829.66,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1829.66/Pr,1829.66,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,1 Pr,1829.66/Pr,1829.66,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Vishwa Vidyapeeth - Magadha,PSB24-25/INV-982,PSB24-25/INV-982,Being Sale of Goods - Accounted,10 Pr,,14491.52,17100.00 Dr,14491.52 Cr,,,,1304.24 Cr,1304.24 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,2 Pr,1313.56/Pr,2627.12,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,4 Pr,1313.56/Pr,5254.24,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,2 Pr,1652.54/Pr,3305.08,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,1 Pr,1652.54/Pr,1652.54,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,1 Pr,1652.54/Pr,1652.54,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Vishwa Vidyapeeth - Takshashila,PSB24-25/INV-983,PSB24-25/INV-983,Being Sale of Goods - Accounted,31 Pr,,53432.11,63050.00 Dr,53432.11 Cr,,0.09 Cr,,4808.90 Cr,4808.90 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,8 Pr,1652.54/Pr,13220.32,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,6 Pr,1652.54/Pr,9915.24,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,2 Pr,1652.54/Pr,3305.08,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,2 Pr,1652.54/Pr,3305.08,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,6 Pr,1822.03/Pr,10932.18,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,2 Pr,1822.03/Pr,3644.06,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,1 Pr,1822.03/Pr,1822.03,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1822.03/Pr,1822.03,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,3 Pr,1822.03/Pr,5466.09,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Vishwa Vidyapeeth - Vikramshila,PSB24-25/INV-984,PSB24-25/INV-984,Being Sale of Goods - Accounted,20 Pr,,27966.10,33000.00 Dr,27966.10 Cr,,0.02 Cr,,2516.94 Cr,2516.94 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,2 Pr,1313.56/Pr,2627.12,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,3 Pr,1313.56/Pr,3940.68,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,5 Pr,1313.56/Pr,6567.80,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,5 Pr,1313.56/Pr,6567.80,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,1 Pr,1652.54/Pr,1652.54,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,4 Pr,1652.54/Pr,6610.16,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Whitefield Global School,PSB24-25/INV-985,PSB24-25/INV-985,Being Sale of Goods - Accounted,4 Pr,,3785.72,4240.00 Dr,3785.72 Cr,,0.02 Dr,,,,,,,227.15 Cr,227.15 Cr,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,1 Pr,946.43/Pr,946.43,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,2 Pr,946.43/Pr,1892.86,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,1 Pr,946.43/Pr,946.43,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Whitefield Global School,PSB24-25/INV-986,PSB24-25/INV-986,Being Sale of Goods - Accounted,29 Pr,,46424.65,54781.00 Dr,46424.65 Cr,,0.13 Dr,,4178.24 Cr,4178.24 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - Black,,,,3 Pr,1600.85/Pr,4802.55,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,3 Pr,1600.85/Pr,4802.55,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,4 Pr,1600.85/Pr,6403.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,7 Pr,1600.85/Pr,11205.95,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,4 Pr,1600.85/Pr,6403.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,6 Pr,1600.85/Pr,9605.10,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,1 Pr,1600.85/Pr,1600.85,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,1 Pr,1600.85/Pr,1600.85,,,,,,,,,,,,,,,,,,,,
31-Mar-25,The Premia Academy International School,PSB24-25/INV-987,PSB24-25/INV-987,Being Sale of Goods - Accounted,1 Pr,,1525.42,1800.00 Dr,1525.42 Cr,274.58 Cr,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
31-Mar-25,The Premia Academy International School,PSB24-25/INV-988,PSB24-25/INV-988,Being Sale of Goods - Accounted,4 Pr,,3603.56,4036.00 Dr,3603.56 Cr,,0.01 Cr,432.43 Cr,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 C) - Black,,,,1 Pr,900.89/Pr,900.89,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,1 Pr,900.89/Pr,900.89,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,2 Pr,900.89/Pr,1801.78,,,,,,,,,,,,,,,,,,,,
31-Mar-25,The Premia Academy International School,PSB24-25/INV-989,PSB24-25/INV-989,Being Sale of Goods - Accounted,30 Pr,,39576.26,46700.00 Dr,39576.26 Cr,7123.74 Cr,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,4 Pr,1186.44/Pr,4745.76,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,4 Pr,1186.44/Pr,4745.76,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,5 Pr,1186.44/Pr,5932.20,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,4 Pr,1440.68/Pr,5762.72,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,2 Pr,1440.68/Pr,2881.36,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,1 Pr,1440.68/Pr,1440.68,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,2 Pr,1440.68/Pr,2881.36,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,2 Pr,1525.42/Pr,3050.84,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Online Debtors - Sports365 Local,PSB24-25/INV-990,PSB24-25/INV-990,Being Booked Local B2C Sales for the month of Mar'25,,,,358151.00 Dr,,,0.30 Cr,,21013.38 Cr,21013.38 Cr,,1958.23 Cr,1958.23 Cr,21.24 Cr,21.24 Cr,,,,78329.00 Cr,354.00 Cr,233482.00 Cr,,
31-Mar-25,Online Debtors - Sports365,PSB24-25/INV-991,PSB24-25/INV-991,Being Booked Interstate Online B2C Sales for the month of Mar'25,,,,17284.00 Dr,,1546.20 Cr,0.60 Dr,,,,,,,,,,340.40 Cr,,,,,6808.00 Cr,8590.00 Cr
,Grand Total,,,,,,39594332.22,46210669.00 Dr,39594332.22 Cr,3043641.84 Cr,1.62 Dr,804130.91 Cr,805866.79 Cr,805866.79 Cr,27607.00 Cr,16619.98 Cr,16619.98 Cr,370134.95 Cr,369974.82 Cr,1864.41 Cr,26287.80 Cr,160.13 Cr,78329.00 Cr,354.00 Cr,233482.00 Cr,6808.00 Cr,8590.00 Cr
